COLLISION_ID,CRASH_DATETIME,YEAR,MONTH,HOUR,DAY_OF_WEEK,BOROUGH,ZIP CODE,LATITUDE,LONGITUDE,NUMBER OF PERSONS INJURED,NUMBER OF PERSONS KILLED,NUMBER OF PEDESTRIANS INJURED,NUMBER OF PEDESTRIANS KILLED,NUMBER OF CYCLIST INJURED,NUMBER OF CYCLIST KILLED,NUMBER OF MOTORIST INJURED,NUMBER OF MOTORIST KILLED,CONTRIBUTING FACTOR VEHICLE 1,CONTRIBUTING_FACTOR_1,VEHICLE_TYPE,VEHICLE_MAKE,VEHICLE_YEAR,DRIVER_SEX,POINT_OF_IMPACT,TRAVEL_DIRECTION
4707586,2024-03-05 01:25:00,2024,3,1,Tuesday,Bronx,10465,40.829235,-73.82432,0,0,0,0,0,0,0,0,Unspecified,Unspecified,Sedan,Hond -Car/Suv,2023,Unknown,Left Rear Bumper,Southwest
4707586,2024-03-05 01:25:00,2024,3,1,Tuesday,Bronx,10465,40.829235,-73.82432,0,0,0,0,0,0,0,0,Unspecified,Unspecified,Sedan,Niss -Car/Suv,2020,Unknown,Right Front Bumper,Southwest
4707437,2024-03-05 21:19:00,2024,3,21,Tuesday,Brooklyn,11219,40.63358,-74.00483,1,0,1,0,0,0,0,0,Driver Inattention/Distraction,Driver Inattention/Distraction,Station Wagon/Sport Utility Vehicle,Toyt -Car/Suv,2023,F,Center Front End,Northeast
4707360,2024-03-05 07:45:00,2024,3,7,Tuesday,Unknown,0,40.621357,-74.02198,0,0,0,0,0,0,0,0,Following Too Closely,Following Too Closely,Station Wagon/Sport Utility Vehicle,Chev -Car/Suv,2019,F,Right Front Bumper,West
4707360,2024-03-05 07:45:00,2024,3,7,Tuesday,Unknown,0,40.621357,-74.02198,0,0,0,0,0,0,0,0,Following Too Closely,Following Too Closely,Sedan,Kia -Car/Suv,2017,F,Center Front End,West
4707820,2024-03-05 11:50:00,2024,3,11,Tuesday,Manhattan,10018,40.752853,-73.99299,1,0,0,0,1,0,0,0,Driver Inattention/Distraction,Driver Inattention/Distraction,Unknown,Unknown,0,Unknown,Other,North
4707721,2024-03-05 08:57:00,2024,3,8,Tuesday,Unknown,0,40.71881,-73.83266,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Driver Inattention/Distraction,Sedan,Unknown,2022,M,Right Rear Bumper,West
4707272,2024-03-05 10:30:00,2024,3,10,Tuesday,Queens,11379,40.716187,-73.88412,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,Station Wagon/Sport Utility Vehicle,Chev -Car/Suv,2022,F,Center Back End,South
4707272,2024-03-05 10:30:00,2024,3,10,Tuesday,Queens,11379,40.716187,-73.88412,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Driver Inattention/Distraction,Sedan,Toyt -Car/Suv,2002,M,Left Front Bumper,South
4707272,2024-03-05 10:30:00,2024,3,10,Tuesday,Queens,11379,40.716187,-73.88412,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,Unknown,Unknown,0,Unknown,Unknown,Unknown
4707522,2024-03-05 15:50:00,2024,3,15,Tuesday,Manhattan,10030,40.823177,-73.944084,0,0,0,0,0,0,0,0,Unspecified,Unspecified,3-Door,Gmc-Truck/Bus,2019,M,Left Rear Quarter Panel,South
4707325,2024-03-05 06:24:00,2024,3,6,Tuesday,Brooklyn,11205,40.689583,-73.972145,0,0,0,0,0,0,0,0,Unspecified,Unspecified,Pick-Up Truck,Cadi -Car/Suv,2007,Unknown,Center Back End,Unknown
4707325,2024-03-05 06:24:00,2024,3,6,Tuesday,Brooklyn,11205,40.689583,-73.972145,0,0,0,0,0,0,0,0,Unspecified,Unspecified,Sedan,Merz -Car/Suv,2008,M,Center Front End,North
4707594,2024-03-05 13:41:00,2024,3,13,Tuesday,Brooklyn,11205,40.694256,-73.97799,1,0,1,0,0,0,0,0,Unspecified,Unspecified,Pk,Ford-Truck/Bus,2013,M,Left Front Quarter Panel,Northwest
4707239,2024-03-05 01:06:00,2024,3,1,Tuesday,Unknown,0,40.710243,-73.9584,1,0,0,0,0,0,1,0,Driver Inattention/Distraction,Driver Inattention/Distraction,Sedan,Hond -Car/Suv,2011,F,Right Front Quarter Panel,North
4707704,2024-03-05 09:15:00,2024,3,9,Tuesday,Unknown,0,40.846527,-73.87146,1,0,0,0,0,0,1,0,Driver Inattention/Distraction,Driver Inattention/Distraction,Sedan,Niss -Car/Suv,2015,F,Center Front End,South
4707704,2024-03-05 09:15:00,2024,3,9,Tuesday,Unknown,0,40.846527,-73.87146,1,0,0,0,0,0,1,0,Driver Inattention/Distraction,Unspecified,Sedan,Bmw -Car/Suv,2014,M,Center Back End,South
4707350,2024-03-05 17:57:00,2024,3,17,Tuesday,Brooklyn,11234,40.61253,-73.93573,0,0,0,0,0,0,0,0,Unsafe Speed,Unspecified,Station Wagon/Sport Utility Vehicle,Hyun -Car/Suv,2022,F,Center Front End,East
4707892,2024-03-04 19:23:00,2024,3,19,Monday,Brooklyn,11213,40.667305,-73.93128,0,0,0,0,0,0,0,0,Other Vehicular,Other Vehicular,Sedan,Acur -Car/Suv,2020,M,Left Front Bumper,South
4707427,2024-03-05 09:30:00,2024,3,9,Tuesday,Manhattan,10010,40.74211,-73.99089,0,0,0,0,0,0,0,0,Unspecified,Unspecified,Unknown,Unknown,0,Unknown,Unknown,Unknown
4707829,2024-03-01 22:40:00,2024,3,22,Friday,Unknown,0,40.81782,-73.89264,0,0,0,0,0,0,0,0,Unsafe Speed,Unsafe Speed,Sedan,Infi -Car/Suv,2021,Unknown,Center Front End,North
4707859,2024-03-05 10:10:00,2024,3,10,Tuesday,Brooklyn,11207,40.674118,-73.89839,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,Sedan,Toyt -Car/Suv,2012,M,Center Back End,North
4707458,2024-03-05 20:45:00,2024,3,20,Tuesday,Queens,11370,40.759426,-73.884186,1,0,1,0,0,0,0,0,Failure To Yield Right-Of-Way,Failure To Yield Right-Of-Way,Station Wagon/Sport Utility Vehicle,Hond -Car/Suv,2024,M,Center Front End,Southeast
4707341,2024-03-05 11:35:00,2024,3,11,Tuesday,Queens,11432,40.71652,-73.79495,1,0,1,0,0,0,0,0,Failure To Yield Right-Of-Way,Failure To Yield Right-Of-Way,Sedan,Niss -Car/Suv,2010,F,Center Front End,North
4707314,2024-03-05 14:30:00,2024,3,14,Tuesday,Queens,11419,40.691708,-73.82952,1,0,0,0,1,0,0,0,Driver Inattention/Distraction,Unspecified,Station Wagon/Sport Utility Vehicle,Chev -Car/Suv,2012,F,Center Back End,Northeast
4707314,2024-03-05 14:30:00,2024,3,14,Tuesday,Queens,11419,40.691708,-73.82952,1,0,0,0,1,0,0,0,Driver Inattention/Distraction,Driver Inattention/Distraction,E-Bike,Unknown,0,M,Center Front End,West
4707768,2024-03-01 15:22:00,2024,3,15,Friday,Unknown,0,40.830368,-73.89718,0,0,0,0,0,0,0,0,Passing Or Lane Usage Improper,Unspecified,Sedan,Hond -Car/Suv,2017,F,Left Front Quarter Panel,West
4707768,2024-03-01 15:22:00,2024,3,15,Friday,Unknown,0,40.830368,-73.89718,0,0,0,0,0,0,0,0,Passing Or Lane Usage Improper,Passing Or Lane Usage Improper,Station Wagon/Sport Utility Vehicle,Hond -Car/Suv,2016,Unknown,Right Front Quarter Panel,North
4707371,2024-03-05 16:32:00,2024,3,16,Tuesday,Manhattan,10033,40.84456,-73.9335,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Driver Inattention/Distraction,Sedan,Hyun -Car/Suv,0,Unknown,Left Rear Bumper,North
4707485,2024-03-05 18:07:00,2024,3,18,Tuesday,Bronx,10468,40.86138,-73.906166,1,0,0,0,0,0,1,0,Driver Inattention/Distraction,Unspecified,Sedan,Hyun -Car/Suv,2010,M,Right Front Bumper,North
4707550,2024-03-05 08:30:00,2024,3,8,Tuesday,Unknown,0,40.8283,-73.88296,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Driver Inattention/Distraction,Sedan,Dodg -Car/Suv,2019,M,No Damage,East
4707406,2024-03-05 16:38:00,2024,3,16,Tuesday,Brooklyn,11249,40.70166,-73.961464,0,0,0,0,0,0,0,0,Following Too Closely,Unspecified,Pick-Up Truck,Ford -Car/Suv,2016,M,Left Rear Quarter Panel,East
4707491,2024-03-05 18:46:00,2024,3,18,Tuesday,Queens,11421,40.690685,-73.86634,0,0,0,0,0,0,0,0,Backing Unsafely,Backing Unsafely,School Bus,Unknown,0,Unknown,Left Rear Bumper,Southeast
4707491,2024-03-05 18:46:00,2024,3,18,Tuesday,Queens,11421,40.690685,-73.86634,0,0,0,0,0,0,0,0,Backing Unsafely,Unspecified,Sedan,Hond -Car/Suv,2000,Unknown,Left Side Doors,East
4707374,2024-03-05 15:25:00,2024,3,15,Tuesday,Queens,11361,40.75958,-73.76894,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,Station Wagon/Sport Utility Vehicle,Hond -Car/Suv,2011,F,Right Front Bumper,South
4707903,2024-03-05 00:00:00,2024,3,0,Tuesday,Brooklyn,11236,40.62893,-73.89039,1,0,0,0,0,0,1,0,Passing Or Lane Usage Improper,Unspecified,Sedan,Niss -Car/Suv,2014,F,Left Front Quarter Panel,East
4707903,2024-03-05 00:00:00,2024,3,0,Tuesday,Brooklyn,11236,40.62893,-73.89039,1,0,0,0,0,0,1,0,Passing Or Lane Usage Improper,Unspecified,Sedan,Unknown,0,Unknown,Left Side Doors,East
4707834,2024-03-04 07:35:00,2024,3,7,Monday,Brooklyn,11238,40.682003,-73.9687,0,0,0,0,0,0,0,0,Unspecified,Unspecified,Station Wagon/Sport Utility Vehicle,Unknown,0,Unknown,Other,West
4707416,2024-03-05 13:42:00,2024,3,13,Tuesday,Unknown,0,40.73556,-73.915054,0,0,0,0,0,0,0,0,Brakes Defective,Brakes Defective,Station Wagon/Sport Utility Vehicle,Chev -Car/Suv,2003,M,Center Front End,West
4707851,2024-03-03 14:30:00,2024,3,14,Sunday,Unknown,0,40.84825,-73.90975,1,0,1,0,0,0,0,0,Unspecified,Unspecified,Unknown,Unknown,0,Unknown,Unknown,Unknown
4707590,2024-03-05 23:42:00,2024,3,23,Tuesday,Bronx,10467,40.878365,-73.870445,1,0,0,0,0,0,1,0,Following Too Closely,View Obstructed/Limited,Bus,Mci,0,M,Right Side Doors,East
4707578,2024-03-05 14:26:00,2024,3,14,Tuesday,Unknown,0,,,1,0,0,0,0,0,1,0,Following Too Closely,Unspecified,Sedan,Suba -Car/Suv,2021,M,Center Back End,East
4707362,2024-03-05 17:00:00,2024,3,17,Tuesday,Queens,11422,40.662663,-73.74088,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Driver Inattention/Distraction,Sedan,Buic -Car/Suv,2013,F,Left Rear Quarter Panel,North
4707362,2024-03-05 17:00:00,2024,3,17,Tuesday,Queens,11422,40.662663,-73.74088,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,Unknown,Unknown,0,Unknown,Unknown,Unknown
4707793,2024-03-05 18:10:00,2024,3,18,Tuesday,Unknown,0,,,0,0,0,0,0,0,0,0,Backing Unsafely,Backing Unsafely,Sedan,Infi -Car/Suv,2015,Unknown,Unknown,West
4707793,2024-03-05 18:10:00,2024,3,18,Tuesday,Unknown,0,,,0,0,0,0,0,0,0,0,Backing Unsafely,Unspecified,Sedan,Bmw -Car/Suv,2018,M,Left Front Quarter Panel,North
4707750,2024-02-18 22:15:00,2024,2,22,Sunday,Brooklyn,11211,40.708817,-73.95899,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Driver Inattention/Distraction,Tow Truck / Wrecker,Frht-Truck/Bus,2021,M,Center Front End,West
4707286,2024-03-05 12:35:00,2024,3,12,Tuesday,Brooklyn,11219,40.642246,-73.998055,0,0,0,0,0,0,0,0,Backing Unsafely,Backing Unsafely,Sedan,Jagu -Car/Suv,2020,M,Right Rear Bumper,West
4707286,2024-03-05 12:35:00,2024,3,12,Tuesday,Brooklyn,11219,40.642246,-73.998055,0,0,0,0,0,0,0,0,Backing Unsafely,Unspecified,Unknown,Unknown,0,Unknown,Unknown,Unknown
4707843,2024-03-05 14:17:00,2024,3,14,Tuesday,Brooklyn,11238,40.681564,-73.96658,0,0,0,0,0,0,0,0,Alcohol Involvement,Unspecified,Unknown,Ford,2014,M,Center Front End,West
4707466,2024-03-05 16:16:00,2024,3,16,Tuesday,Queens,11101,40.743084,-73.9358,1,0,0,0,0,0,1,0,Passing Or Lane Usage Improper,Passing Or Lane Usage Improper,Taxi,Toyt -Car/Suv,2023,Unknown,Right Front Bumper,Southwest
4707466,2024-03-05 16:16:00,2024,3,16,Tuesday,Queens,11101,40.743084,-73.9358,1,0,0,0,0,0,1,0,Passing Or Lane Usage Improper,Unspecified,Sedan,Toyt -Car/Suv,2010,M,Left Side Doors,Southwest
4707192,2024-03-05 04:23:00,2024,3,4,Tuesday,Unknown,0,40.719566,-73.94561,1,0,0,0,0,0,1,0,Following Too Closely,Unspecified,Sedan,Toyt -Car/Suv,2015,M,Center Back End,East
4707520,2024-03-05 11:10:00,2024,3,11,Tuesday,Unknown,0,40.608105,-73.75414,1,0,0,0,0,0,1,0,Driver Inattention/Distraction,Driver Inattention/Distraction,Sedan,Hond -Car/Suv,2013,M,Center Front End,North
4707520,2024-03-05 11:10:00,2024,3,11,Tuesday,Unknown,0,40.608105,-73.75414,1,0,0,0,0,0,1,0,Driver Inattention/Distraction,Unspecified,Pick-Up Truck,Ford -Car/Suv,2023,M,Center Back End,North
4707412,2024-03-05 22:33:00,2024,3,22,Tuesday,Manhattan,10010,40.740185,-73.986374,0,0,0,0,0,0,0,0,Turning Improperly,Unspecified,Unknown,Unknown,0,Unknown,Unknown,Unknown
4707412,2024-03-05 22:33:00,2024,3,22,Tuesday,Manhattan,10010,40.740185,-73.986374,0,0,0,0,0,0,0,0,Turning Improperly,Turning Improperly,Bus,Mcin-Truck/Bus,2007,M,Right Side Doors,Southwest
4707805,2024-03-05 16:01:00,2024,3,16,Tuesday,Brooklyn,11221,40.694088,-73.93427,1,0,0,0,0,0,1,0,Driver Inattention/Distraction,Unspecified,Station Wagon/Sport Utility Vehicle,Dodg -Car/Suv,2019,M,Right Front Bumper,South
4707436,2024-03-05 19:00:00,2024,3,19,Tuesday,Brooklyn,11218,40.64226,-73.9846,0,0,0,0,0,0,0,0,Unspecified,Unspecified,Sedan,Mits -Car/Suv,2011,Unknown,Right Rear Quarter Panel,West
4707539,2024-03-05 21:31:00,2024,3,21,Tuesday,Brooklyn,11236,40.637962,-73.91347,1,0,1,0,0,0,0,0,Pedestrian/Bicyclist/Other Pedestrian Error/Confusion,Pedestrian/Bicyclist/Other Pedestrian Error/Confusion,Station Wagon/Sport Utility Vehicle,Niss -Car/Suv,2011,M,Center Front End,North
4707357,2024-03-05 10:56:00,2024,3,10,Tuesday,Unknown,0,40.585133,-73.954544,0,0,0,0,0,0,0,0,Reaction To Uninvolved Vehicle,Following Too Closely,Station Wagon/Sport Utility Vehicle,Unknown,0,Unknown,Center Front End,West
4707357,2024-03-05 10:56:00,2024,3,10,Tuesday,Unknown,0,40.585133,-73.954544,0,0,0,0,0,0,0,0,Reaction To Uninvolved Vehicle,Reaction To Uninvolved Vehicle,Station Wagon/Sport Utility Vehicle,Chry -Car/Suv,2019,M,Center Back End,West
4707261,2024-03-05 11:18:00,2024,3,11,Tuesday,Queens,11105,40.779926,-73.91748,1,0,0,0,0,0,1,0,Failure To Yield Right-Of-Way,Failure To Yield Right-Of-Way,Sedan,Chry -Car/Suv,2014,F,Left Front Quarter Panel,Southeast
4707261,2024-03-05 11:18:00,2024,3,11,Tuesday,Queens,11105,40.779926,-73.91748,1,0,0,0,0,0,1,0,Failure To Yield Right-Of-Way,Unspecified,Sedan,Toyt -Car/Suv,2021,M,Center Front End,South
4707621,2024-03-05 20:24:00,2024,3,20,Tuesday,Unknown,0,40.697052,-73.75734,0,0,0,0,0,0,0,0,Unsafe Speed,Unspecified,Station Wagon/Sport Utility Vehicle,Dodg -Car/Suv,2018,M,Right Side Doors,North
4707821,2024-03-05 22:18:00,2024,3,22,Tuesday,Unknown,0,40.75469,-73.99536,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,Convertible,Chev -Car/Suv,2022,M,Left Rear Quarter Panel,South
4707821,2024-03-05 22:18:00,2024,3,22,Tuesday,Unknown,0,40.75469,-73.99536,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Driver Inattention/Distraction,Convertible,Lndr -Car/Suv,0,Unknown,Right Front Bumper,South
4707394,2024-03-05 16:00:00,2024,3,16,Tuesday,Unknown,0,40.66929,-73.842445,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,Sedan,Toyt -Car/Suv,2021,M,Center Back End,West
4707384,2024-03-05 20:40:00,2024,3,20,Tuesday,Queens,11375,40.722622,-73.849144,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Driver Inattention/Distraction,Tractor Truck Diesel,Intl-Truck/Bus,2024,M,Right Front Quarter Panel,North
4707737,2024-03-05 07:30:00,2024,3,7,Tuesday,Unknown,0,40.772953,-73.92028,0,0,0,0,0,0,0,0,Turning Improperly,Turning Improperly,Box Truck,Isu-Truck/Bus,2015,M,Right Side Doors,Northwest
4707476,2024-03-05 14:00:00,2024,3,14,Tuesday,Unknown,0,40.72225,-74.00592,1,0,0,0,0,0,1,0,Following Too Closely,Following Too Closely,Sedan,Tesl -Car/Suv,2023,F,Right Front Bumper,West
4707476,2024-03-05 14:00:00,2024,3,14,Tuesday,Unknown,0,40.72225,-74.00592,1,0,0,0,0,0,1,0,Following Too Closely,Following Too Closely,Unknown,Dodg -Car/Suv,2018,M,Left Rear Quarter Panel,West
4707511,2024-03-05 17:22:00,2024,3,17,Tuesday,Queens,11436,40.680477,-73.7921,1,0,0,0,0,0,1,0,Failure To Yield Right-Of-Way,Unspecified,Station Wagon/Sport Utility Vehicle,Jeep -Car/Suv,2023,M,Center Front End,North
4707419,2024-03-05 17:00:00,2024,3,17,Tuesday,Brooklyn,11204,40.610786,-73.97882,1,0,0,0,0,0,1,0,Driver Inexperience,Unspecified,Pk,Ford-Truck/Bus,2022,Unknown,Left Rear Quarter Panel,West
4707419,2024-03-05 17:00:00,2024,3,17,Tuesday,Brooklyn,11204,40.610786,-73.97882,1,0,0,0,0,0,1,0,Driver Inexperience,Unspecified,Pk,Dodg-Truck/Bus,2012,Unknown,Left Rear Quarter Panel,West
4707419,2024-03-05 17:00:00,2024,3,17,Tuesday,Brooklyn,11204,40.610786,-73.97882,1,0,0,0,0,0,1,0,Driver Inexperience,Unspecified,Van,Merz-Truck/Bus,2020,Unknown,Left Rear Quarter Panel,West
4707419,2024-03-05 17:00:00,2024,3,17,Tuesday,Brooklyn,11204,40.610786,-73.97882,1,0,0,0,0,0,1,0,Driver Inexperience,Driver Inexperience,Ambulance,Ford-Truck/Bus,2022,M,Right Front Quarter Panel,West
4707855,2024-03-03 17:50:00,2024,3,17,Sunday,Unknown,0,40.675053,-73.947235,1,0,0,0,0,0,1,0,Aggressive Driving/Road Rage,Aggressive Driving/Road Rage,Pk,Unknown,0,Unknown,Center Front End,East
4707893,2024-03-04 08:00:00,2024,3,8,Monday,Brooklyn,11225,40.6689,-73.95862,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Driver Inattention/Distraction,Sedan,Unknown,0,Unknown,Left Front Quarter Panel,East
4707893,2024-03-04 08:00:00,2024,3,8,Monday,Brooklyn,11225,40.6689,-73.95862,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,Sedan,Hond -Car/Suv,2018,Unknown,Right Front Bumper,East
4707447,2024-03-05 08:00:00,2024,3,8,Tuesday,Queens,11385,40.706512,-73.878136,1,0,0,0,0,0,1,0,Failure To Yield Right-Of-Way,Unspecified,Station Wagon/Sport Utility Vehicle,Hond -Car/Suv,2017,F,Left Front Quarter Panel,West
